image,timestamp,experiment,training,dev,dev_resampled,test,test_resampled,YSI DO (%),YSI DO (mmHg),YSI barometer (mmHg),YSI temperature (C),setpoint temperature (C),DO patch r_msorm,DO patch g_msorm,DO patch b_msorm,reference patch r_msorm,reference patch g_msorm,reference patch b_msorm,reflectance standard r_msorm,reflectance standard g_msorm,reflectance standard b_msorm,setpoint O2 (fraction),ROI definitions,setpoint ID,scum tank
2019-10-07--11-53-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 11:53:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,94.3,150.305141,760.813333,23.6,,0.035507,0.065468,0.159867,0.165504,0.121254,0.171352,0.02891,0.127863,0.414733,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--11-53-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 11:53:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,94.3,150.322263,760.9,23.6,,0.035518,0.065485,0.159851,0.165562,0.121279,0.171374,0.028905,0.127885,0.414704,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--11-54-14_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 11:54:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,94.3,150.302507,760.8,23.6,,0.035565,0.065482,0.159834,0.165525,0.121228,0.171264,0.028928,0.127835,0.414608,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--11-54-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 11:54:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,94.293333,150.293197,760.806667,23.6,,0.035564,0.065473,0.159875,0.165491,0.12122,0.171301,0.028923,0.127816,0.414754,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--11-55-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 11:55:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,94.2,150.162854,760.9,23.6,,0.035575,0.065555,0.159962,0.165524,0.121229,0.171382,0.028931,0.127854,0.414695,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--11-55-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 11:55:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,94.293333,150.311635,760.9,23.6,,0.035595,0.065499,0.159884,0.165518,0.121261,0.171312,0.028934,0.127864,0.414781,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--11-56-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 11:56:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,94.2,150.162854,760.9,23.6,,0.035628,0.065506,0.159847,0.165507,0.121186,0.171269,0.02893,0.127869,0.414699,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--11-56-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 11:56:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,94.193333,150.150913,760.893333,23.6,,0.035634,0.065531,0.159834,0.165537,0.121232,0.171362,0.028888,0.127837,0.414592,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--11-57-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 11:57:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,94.1,150.002131,760.893333,23.6,,0.035667,0.065538,0.159854,0.165461,0.121205,0.171381,0.028923,0.12789,0.414621,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--11-57-44_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 11:57:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,94.1,149.983732,760.8,23.6,,0.035677,0.065555,0.159802,0.165464,0.12123,0.171337,0.028897,0.127846,0.414692,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--11-58-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 11:58:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,94.0,149.824344,760.8,23.6,,0.035709,0.065565,0.159835,0.165506,0.121216,0.171289,0.028916,0.127798,0.414738,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--11-58-44_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 11:58:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,94.093333,149.991505,760.893333,23.6,,0.035734,0.065576,0.159785,0.16551,0.121209,0.171339,0.028916,0.127831,0.414609,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--11-59-14_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 11:59:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,94.0,149.825657,760.806667,23.6,,0.035754,0.065564,0.159807,0.165538,0.121219,0.171284,0.028886,0.12787,0.414688,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--11-59-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 11:59:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,93.9,149.664956,760.8,23.6,,0.035751,0.065589,0.159837,0.165452,0.121235,0.171284,0.02894,0.127864,0.414694,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-00-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:00:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,93.9,149.666268,760.806667,23.6,,0.035844,0.065663,0.160069,0.165497,0.121232,0.171361,0.028912,0.127821,0.414696,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-00-44_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:00:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,93.9,149.664956,760.8,23.6,,0.035799,0.065609,0.159867,0.165528,0.121237,0.171297,0.028944,0.12777,0.414603,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-01-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:01:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,93.8,149.505569,760.8,23.6,,0.035819,0.065591,0.159882,0.165475,0.121197,0.171301,0.028899,0.127859,0.414599,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-01-44_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:01:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,93.8,149.52522,760.9,23.6,,0.035821,0.065609,0.159844,0.165524,0.12123,0.171357,0.028916,0.127846,0.414636,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-02-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:02:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,93.706667,149.375129,760.893333,23.6,,0.035848,0.065646,0.15983,0.165522,0.121266,0.171347,0.028902,0.127808,0.414563,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-02-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:02:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,93.8,149.505569,760.8,23.6,,0.035864,0.065625,0.159789,0.165487,0.121171,0.171251,0.028912,0.127778,0.414584,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-03-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:03:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,93.8,149.505569,760.8,23.6,,0.03578,0.065457,0.159353,0.16504,0.120862,0.170871,0.028833,0.127406,0.413515,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-03-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:03:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,93.706667,149.356807,760.8,23.6,,0.0359,0.065678,0.159884,0.165511,0.121247,0.1713,0.028924,0.127808,0.414608,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-04-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:04:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,93.7,149.346181,760.8,23.6,,0.035919,0.065703,0.159975,0.165556,0.12121,0.171307,0.028924,0.127891,0.414663,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-04-44_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:04:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,93.7,149.32786,760.706667,23.6,,0.035921,0.065678,0.159901,0.165608,0.121237,0.17131,0.028893,0.12786,0.414712,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-05-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:05:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,93.7,149.346181,760.8,23.6,,0.035923,0.065684,0.159875,0.165609,0.121225,0.171339,0.028924,0.12789,0.4147,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-05-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:05:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,93.7,149.346181,760.8,23.6,,0.035953,0.06569,0.159863,0.165585,0.121256,0.171282,0.028935,0.127817,0.414697,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-06-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:06:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,93.6,149.186794,760.8,23.6,,0.035954,0.065684,0.159839,0.165534,0.121258,0.171407,0.028937,0.127868,0.414624,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-06-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:06:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,93.6,149.186794,760.8,23.6,,0.035984,0.065715,0.159953,0.165538,0.121258,0.17134,0.028952,0.12785,0.414537,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-07-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:07:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,93.593333,149.176168,760.8,23.6,,0.035962,0.065715,0.159834,0.165534,0.121256,0.171334,0.028907,0.127895,0.414658,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-07-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:07:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,93.5,149.027406,760.8,23.6,,0.035993,0.065701,0.159905,0.165576,0.121283,0.171323,0.028919,0.127848,0.414775,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-08-14_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:08:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,93.5,149.027406,760.8,23.6,,0.035982,0.065709,0.159846,0.165528,0.121215,0.171328,0.028938,0.127849,0.414655,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-08-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:08:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,93.5,149.007818,760.7,23.6,,0.036008,0.065718,0.159848,0.165579,0.121241,0.171343,0.028897,0.127833,0.41468,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-09-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:09:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,93.493333,148.998498,760.706667,23.6,,0.036022,0.065728,0.159869,0.165542,0.121255,0.171314,0.028921,0.127873,0.414659,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-09-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:09:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,93.4,148.868018,760.8,23.6,,0.036031,0.065749,0.159881,0.165531,0.121248,0.171339,0.028919,0.12793,0.414675,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-10-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:10:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,93.4,148.849756,760.706667,23.6,,0.036027,0.065717,0.159854,0.165531,0.121253,0.171395,0.028919,0.127855,0.414684,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-10-44_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:10:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,93.393333,148.837827,760.7,23.6,,0.036046,0.065781,0.159981,0.165581,0.121249,0.17129,0.028926,0.127856,0.414692,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-11-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:11:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,93.3,148.689084,760.7,23.6,,0.036046,0.065755,0.15985,0.16556,0.121273,0.171362,0.028936,0.127834,0.414643,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-11-44_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:11:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,93.3,148.690388,760.706667,23.6,,0.036053,0.065752,0.159842,0.165584,0.121284,0.171304,0.028938,0.127855,0.414605,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-12-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:12:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,93.293333,148.67846,760.7,23.6,,0.03607,0.065759,0.159883,0.165557,0.121243,0.171357,0.02893,0.127846,0.41458,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-12-44_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:12:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,93.2,148.529718,760.7,23.6,,0.036047,0.06579,0.159896,0.165512,0.121233,0.171328,0.028918,0.127888,0.414574,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-13-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:13:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,93.2,148.547942,760.793333,23.6,,0.036063,0.065758,0.159875,0.165512,0.121271,0.171291,0.028933,0.127823,0.414707,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-13-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:13:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,93.193333,148.519093,760.7,23.6,,0.036086,0.065779,0.159901,0.165591,0.121208,0.171345,0.028914,0.127913,0.414617,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-14-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:14:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,93.1,148.370351,760.7,23.6,,0.036091,0.065773,0.159858,0.165534,0.121281,0.171321,0.028924,0.127837,0.414632,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-14-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:14:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,93.093333,148.361026,760.706667,23.6,,0.036102,0.06579,0.1599,0.165568,0.121257,0.171315,0.028951,0.127888,0.414692,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-15-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:15:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,93.093333,148.359727,760.7,23.6,,0.036117,0.065805,0.15985,0.165539,0.121279,0.171331,0.028923,0.127798,0.414672,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-15-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:15:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,93.0,148.210985,760.7,23.6,,0.036126,0.065791,0.159896,0.165559,0.121261,0.171367,0.028891,0.127934,0.414673,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-16-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:16:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,93.0,148.210985,760.7,23.6,,0.036122,0.065798,0.159976,0.165567,0.121221,0.171331,0.028907,0.127856,0.414691,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-16-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:16:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,93.0,148.229169,760.793333,23.6,,0.036128,0.065814,0.15992,0.16555,0.12125,0.171299,0.028895,0.127915,0.414653,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-17-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:17:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,93.0,148.210985,760.7,23.6,,0.036113,0.065819,0.159907,0.165586,0.121255,0.171316,0.028941,0.127817,0.414712,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-17-44_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:17:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,92.9,148.051618,760.7,23.6,,0.03616,0.065803,0.159944,0.165571,0.121282,0.171387,0.028941,0.127886,0.414683,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-18-14_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:18:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,92.9,148.052915,760.706667,23.6,,0.036166,0.065853,0.159997,0.165588,0.121267,0.171398,0.028924,0.127897,0.414647,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-18-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:18:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,92.9,148.052915,760.706667,23.6,,0.036145,0.065843,0.159994,0.165597,0.121256,0.171334,0.028894,0.127871,0.414669,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-19-14_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:19:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,92.893333,148.022828,760.606667,23.6,,0.036194,0.065858,0.16002,0.165601,0.121283,0.171373,0.028901,0.127962,0.414667,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-19-44_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:19:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,92.8,147.890955,760.693333,23.6,,0.03619,0.065841,0.159996,0.165573,0.121274,0.17132,0.028936,0.127888,0.414648,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-20-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:20:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,92.8,147.890955,760.693333,23.6,,0.036207,0.065847,0.16001,0.165526,0.121221,0.171361,0.02893,0.127881,0.414719,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-20-44_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:20:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,92.8,147.874106,760.606667,23.6,,0.036213,0.065936,0.160182,0.165594,0.121256,0.171306,0.028938,0.127875,0.414625,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
